 #        1000
   7.9920079920079920E-002   2.0142868701755764E-004   1.8860477048518006E-002
  0.15984015984015984        2.0142838740240109E-004   1.8864391368333778E-002
  0.23976023976023975        2.0142778858581021E-004   1.8872219525730472E-002
  0.31968031968031968        2.0142689139515470E-004   1.8883960538674249E-002
  0.39960039960039961        2.0142569707126587E-004   1.8899612890593658E-002
  0.47952047952047955        2.0142420726806872E-004   1.8919174479236026E-002
  0.55944055944055937        2.0142242405192669E-004   1.8942642550255791E-002
  0.63936063936063936        2.0142034990056935E-004   1.8970013616998641E-002
  0.71928071928071924        2.0141798770144815E-004   1.9001283368245549E-002
  0.79920079920079912        2.0141534074934815E-004   1.9036446565936917E-002
  0.87912087912087911        2.0141241274307541E-004   1.9075496935100182E-002
  0.95904095904095898        2.0140920778103581E-004   1.9118427048360385E-002
   1.0389610389610389        2.0140573035552575E-004   1.9165228207507518E-002
   1.1188811188811187        2.0140198534556879E-004   1.9215890324635387E-002
   1.1988011988011988        2.0139797800814690E-004   1.9270401805349637E-002
   1.2787212787212787        2.0139371396770550E-004   1.9328749436469530E-002
   1.3586413586413586        2.0138919920383564E-004   1.9390918280524343E-002
   1.4385614385614385        2.0138444003707558E-004   1.9456891579172905E-002
   1.5184815184815184        2.0137944311280866E-004   1.9526650667460167E-002
   1.5984015984015985        2.0137421538327579E-004   1.9600174900580077E-002
   1.6783216783216783        2.0136876408775712E-004   1.9677441594530352E-002
   1.7582417582417582        2.0136309673102085E-004   1.9758425981755288E-002
   1.8381618381618381        2.0135722106016975E-004   1.9843101182559105E-002
   1.9180819180819180        2.0135114504005311E-004   1.9931438192762413E-002
   1.9980019980019978        2.0134487682743892E-004   2.0023405887763881E-002
   2.0779220779220782        2.0133842474416715E-004   2.0118971042873073E-002
   2.1578421578421576        2.0133179724952501E-004   2.0218098369499272E-002
   2.2377622377622379        2.0132500291209681E-004   2.0320750566527046E-002
   2.3176823176823178        2.0131805038134943E-004   2.0426888385978500E-002
   2.3976023976023977        2.0131094835921793E-004   2.0536470711873041E-002
   2.4775224775224776        2.0130370557194718E-004   2.0649454651029225E-002
   2.5574425574425574        2.0129633074244022E-004   2.0765795634436944E-002
   2.6373626373626373        2.0128883256334762E-004   2.0885447527740044E-002
   2.7172827172827172        2.0128121967111408E-004   2.1008362749322437E-002
   2.7972027972027971        2.0127350062117640E-004   2.1134492394479967E-002
   2.8771228771228770        2.0126568386448282E-004   2.1263786364177726E-002
   2.9570429570429568        2.0125777772547664E-004   2.1396193496950100E-002
   3.0369630369630367        2.0124979038166181E-004   2.1531661702570246E-002
   3.1168831168831170        2.0124172984483646E-004   2.1670138096222487E-002
   3.1968031968031969        2.0123360394405749E-004   2.1811569132023905E-002
   3.2767232767232768        2.0122542031037074E-004   2.1955900734874093E-002
   3.3566433566433567        2.0121718636331566E-004   2.2103078429748541E-002
   3.4365634365634365        2.0120890929919548E-004   2.2253047467695446E-002
